genes	m0 control1	m0 control2	m0 control3	m0 control4	m0 Latex	m0 E. coli	m0 EHEC	m0 S. typhi	m0 S. typhimirium	m0 S. aureus	m0 L. monocytogenes	m0 M. tuberculosis	m0 M. bovis BCG	m0 LPS E	m0 LPS S	m0 LTA	m0 MDP	m0 TB hsp70	m0 BCG hsp65	m0 MPA	m0 f-MLP	m0 Protein A	m0 Mannose	m0 IFN-alpha	m0 IFN-beta	m0 IFN-gamma	m0 IL-10	m0 IL-12	m0 (U937) control1	m0 (U937) B. pertussis 338	m0 (U937) B. pertussis 537 (avirulent)	m0 (U937) B. pertussis A2-6 (AC-)	m0 (U937) B. pertussis Tox6 (PT-)	DC control1	DC control2	DC control3	DC E. coli 	DC Influenza 	DC C. albicans 	DC LPS 	DC PolyIC 	DC Mannan 
RNF10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	0	-1	-1	-1	3	-1	0	3	-1	-1	-1	-1	-1	1
AARS	-1	1	-1	-1	-1	1	4	4	-1	4	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	-1	-1	4	2	-1	0	-1
TALDO1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	2	-1	-1
MIF	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	3	3	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	-1	0	1	-1	1	0	1
SNRPD2	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	-1	2	-1	-1
PSMB3	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	2	0	-1
ATP6V0C	-1	-1	-1	-1	4	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	4	-1	-1	-1	-1	-1	3	-1	2	-1	2	-1	-1	0	4
RPL18	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	3	3	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	2	0	4
RPS25	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	-1	-1	-1	-1	-1	-1	0	1	0	0	1	1	0	1
RPL14	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	1	0	1	-1	-1	-1	-1	-1	-1	0	-1	1	1	-1	1	1	-1
PARK7	-1	-1	-1	-1	-1	-1	-1	4	-1	4	4	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	4	3	3	3	-1	-1	-1	-1	-1	-1	3	0	-1	-1	4	-1	2	0	4
RHOA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	1	1	-1
MDH1	-1	-1	-1	-1	-1	-1	-1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	3	3	3	3	4	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	2	0	-1
ATP5A1	-1	-1	-1	-1	4	-1	-1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	3	3	3	3	4	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	2	0	4
AKR1A1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	4	2	-1	2	0	-1
HSPD1	-1	-1	-1	-1	-1	-1	4	-1	-1	4	-1	-1	-1	-1	4	-1	3	-1	-1	-1	-1	-1	-1	3	4	3	3	-1	-1	-1	-1	-1	-1	4	0	3	4	-1	-1	2	-1	-1
HSPCB	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	3	3	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	2	-1	2	-1	-1
CYFIP1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	-1	-1	4	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	4	-1	2	0	-1
RPS9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	0	1	0	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	4	-1	0	0	0	-1	1	0	-1
COX6B	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	2	-1	-1
COX8A	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	3	3	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	-1	1	0	-1
EIF4A1	-1	-1	-1	-1	4	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	4	-1	-1	-1	-1	-1	1	0	-1	0	0	-1	2	0	-1
ATP6V1F	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	2	0	-1
PFDN5	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	4	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	0	3	-1	-1	-1	1	0	-1
NEDD8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	2	0	-1
RPL4	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	4	4	3	3	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1	0	-1
RPLP1	-1	-1	-1	-1	4	-1	0	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	4	0	0	0	0	-1	1	0	-1
RPL27	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	0	0	0	-1	1	0	-1
RPS17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	0	-1
RPLP0	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	-1
RPS15	4	-1	-1	-1	4	-1	0	-1	-1	-1	1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	4	0	0	0	0	-1	2	0	-1
OAZ1	-1	-1	0	-1	4	-1	0	-1	-1	1	1	-1	4	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1	-1	4	-1	-1	-1	-1	-1	-1	0	0	2	2	-1	-1	0	-1
FTH1	-1	-1	0	-1	4	-1	0	-1	-1	1	1	-1	-1	-1	-1	3	-1	0	0	-1	-1	1	-1	-1	-1	-1	-1	-1	4	1	1	-1	1	4	0	0	0	0	-1	-1	0	-1
KARS	-1	-1	3	-1	4	1	3	-1	-1	3	-1	-1	-1	-1	1	-1	-1	3	3	-1	-1	-1	-1	0	1	0	0	-1	-1	-1	-1	-1	-1	-1	0	2	1	-1	-1	1	-1	-1
PSMB2	-1	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	0	-1	2	2	-1	1	-1	1
CIRBP	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	4	0	-1	2	4	-1	-1	0	-1
PSMD7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	4	-1	-1	-1	-1	-1
RNPS1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1
GANAB	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	4	-1	-1	-1	3	-1	-1	0	-1	-1	-1	-1	-1	-1	3	0	2	-1	4	-1	2	4	-1
CAP1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	2	0	-1
POLR2L	-1	-1	3	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	4	-1	5	3	0	-1
HDLBP	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	4	-1	2	-1	-1
CLTA	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	3	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	-1	-1	0	4
DNAJB1	-1	-1	3	-1	-1	4	0	-1	4	-1	-1	-1	-1	4	4	3	3	-1	3	3	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	0	4	4	1	-1	-1	-1	4
PTDSS1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	4	-1	-1	-1	0	4
MATK	-1	-1	-1	-1	3	4	3	4	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	3	-1	-1	-1	-1	-1	-1	0	0	4	4	-1	3	-1	4
ECHS1	-1	-1	3	-1	4	-1	-1	4	4	4	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	-1	-1	-1	-1	-1	-1	-1	0	2	4	-1	-1	3	-1	4
ATP5G1	-1	-1	0	-1	4	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	5	-1	-1	4	-1	4
FKBP2	4	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	1	-1	-1	-1	2	-1	-1
TCIRG1	-1	-1	0	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	4	0	0	-1	4	-1	2	-1	-1
PSMD2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1
CD151	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	4	-1	-1	-1	-1
RHOC	-1	-1	3	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	-1	2	-1	1
PCDH1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	4	4	3	3	3	-1	-1	-1	3	-1	3	1	0	0	0	3	-1	-1	-1	-1	-1	4	0	-1	-1	3	-1	3	-1	-1
CREB3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	3	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1
C2	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	4	0	-1	-1	-1	3	-1	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	4	0	-1	1	-1	-1	-1	1	-1
IL3RA	4	3	0	-1	3	3	1	1	0	1	1	3	3	-1	3	1	3	0	1	4	3	-1	3	-1	3	3	4	3	-1	1	0	1	1	-1	0	0	2	4	1	2	-1	-1
SRF	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	-1	-1	-1	4	4	3	-1	-1	0	-1	-1	-1	3	-1	-1	3	0	-1	-1	-1	-1	-1	0	-1
IL2RG	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	2	-1	-1	2	0	1
MGAT1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	1	0	-1
C5R1	-1	-1	-1	-1	-1	4	-1	4	4	1	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	3	4	3	-1	-1	-1	-1	-1	-1	1	0	-1	0	0	0	1	0	-1
PSMC1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	0	-1	2	-1	-1
ATOX1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	3	3	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	0	0	1	1	0	1
PSMB7	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	3	2	2	1	2	1	1
IL10RB	-1	-1	-1	-1	1	4	-1	4	4	-1	-1	-1	-1	-1	-1	3	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	3	0	0	-1	0	1	-1
PSCD1	-1	-1	0	0	-1	1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	0	-1	0	4	0	0	0	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	0	-1	0	2	1	1	1	1
ADAM8	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	3	-1	-1	3	0	-1	0	-1	2	1	0	0
PLP2	-1	-1	3	-1	3	-1	3	3	-1	-1	3	-1	-1	-1	-1	-1	-1	3	3	-1	-1	4	-1	1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	0	4	1	1	4	1	1	-1
PSMD11	-1	-1	0	-1	4	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	0	-1	2	2	-1	2	0	-1
NDRG1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	3	-1	-1	-1	-1	-1	-1	4	0	-1	1	-1	-1	1	-1	1
ZNF592	1	-1	-1	0	-1	4	1	-1	-1	-1	1	-1	-1	3	4	-1	3	-1	4	-1	-1	-1	-1	3	0	-1	-1	-1	0	0	0	0	1	3	0	0	3	4	-1	4	-1	-1
MRPL23	-1	-1	-1	-1	-1	-1	-1	4	4	4	-1	-1	3	-1	-1	0	-1	3	-1	-1	-1	-1	-1	1	0	0	0	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	5	-1	3	4
SNRPA	4	3	-1	0	4	-1	-1	3	3	4	-1	3	4	3	4	-1	-1	3	4	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	-1	-1	-1	2	-1	1
FAH	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	4	4	4
ERCC1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	4	-1	4	-1	-1	-1	-1	3	4	-1	-1	-1	-1	1	-1	0	1	1	-1	-1	-1	-1	-1	3	0	-1	4	-1	4	-1	-1	4
R3HDM	-1	-1	0	-1	-1	-1	-1	4	4	4	4	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	3	0	-1	-1	-1	-1	-1	0	1
SURF1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	2	4	4	-1	-1	0	4
GUSB	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	2	0	-1
HMGB1	-1	-1	-1	-1	-1	4	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	2	-1	-1	0	4
CSK	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	3	4	-1	-1	-1	3	-1	1	4	2	5	-1	0	4
RARA	-1	4	-1	-1	-1	4	-1	4	4	0	0	4	4	-1	-1	3	-1	0	-1	-1	-1	-1	-1	3	4	4	-1	4	-1	-1	-1	-1	-1	3	-1	0	-1	-1	4	-1	0	3
PTGS1	1	4	1	-1	-1	3	-1	0	-1	-1	0	-1	-1	-1	0	3	4	-1	3	-1	0	0	0	3	4	3	3	0	-1	-1	-1	-1	-1	3	-1	2	4	4	4	-1	0	4
TRAP1	-1	-1	-1	-1	3	3	0	-1	3	-1	0	4	-1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	4	3	-1	-1	1	3	-1	-1	-1	-1	4	-1	2	4	4	-1	-1	0	4
ETFB	4	3	-1	-1	4	4	-1	4	4	-1	4	4	-1	3	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	3	5	2	4	4	-1	-1	0	3
TATDN2	4	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	4	-1	-1	-1	1	-1	-1	-1	3	0	1	3	-1	-1	-1	-1	-1	-1	-1	0	-1	4	-1	-1	2	-1	4
STIP1	-1	-1	-1	-1	-1	4	4	3	4	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	0	1	0	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	0	4	4	-1	2	0	3
PSMD1	-1	-1	-1	-1	1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	4	-1	-1	-1	1	4
PSMC5	-1	-1	0	-1	3	-1	-1	4	4	-1	-1	-1	-1	4	4	4	-1	3	-1	-1	-1	-1	-1	3	3	3	4	-1	-1	-1	-1	-1	-1	-1	-1	1	4	4	-1	2	-1	4
LIMK1	-1	-1	-1	-1	1	-1	4	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	3	4	-1	-1	-1	3
PPM1F	4	3	-1	-1	4	-1	4	-1	3	4	4	-1	4	4	4	3	3	1	0	-1	3	-1	3	1	3	3	-1	0	-1	-1	-1	-1	-1	3	0	-1	4	4	4	3	4	4
AMPD2	4	-1	0	-1	-1	4	4	4	4	-1	4	-1	4	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	3	3	-1	-1	-1	-1	-1	-1	-1	4	0	3	-1	4	4	4	-1	-1
ITPKB	-1	-1	3	-1	1	4	4	3	3	4	4	-1	-1	-1	-1	1	-1	3	4	-1	-1	-1	-1	3	-1	3	-1	-1	-1	-1	4	-1	-1	3	0	2	4	4	-1	4	0	4
TTC3	-1	-1	0	-1	-1	4	4	3	4	4	4	-1	-1	4	4	-1	-1	3	0	-1	-1	-1	-1	3	4	4	-1	-1	-1	-1	-1	-1	-1	3	0	3	4	-1	-1	-1	-1	4
KIAA0179	-1	-1	0	4	-1	4	-1	3	3	4	-1	-1	-1	3	-1	3	3	3	-1	-1	3	-1	3	-1	3	3	3	-1	-1	-1	-1	-1	-1	3	0	-1	4	4	-1	-1	4	3
LYL1	-1	-1	3	-1	-1	0	3	3	3	3	4	-1	-1	-1	-1	3	3	3	3	-1	-1	4	4	3	3	3	4	-1	-1	-1	-1	-1	-1	3	0	-1	3	4	4	-1	-1	3
ITPK1	-1	-1	-1	-1	-1	-1	-1	4	4	4	-1	-1	4	4	-1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	1	4	4	4	-1	-1	4
ADORA3	4	-1	-1	-1	4	4	3	3	4	4	4	4	4	4	3	3	3	3	-1	4	-1	4	4	1	1	1	-1	-1	-1	-1	-1	-1	-1	3	0	3	3	4	4	3	4	3
ALDH3B1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	-1	4	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	-1	4	1	-1	4	4	-1	4	-1	4
UBL4	1	-1	-1	-1	1	4	3	3	3	-1	-1	-1	1	-1	4	-1	-1	3	-1	-1	-1	-1	-1	3	3	3	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	4	-1	-1	-1	-1	3
GBAP	1	-1	-1	0	-1	4	4	3	3	-1	-1	-1	-1	3	3	3	0	3	-1	4	0	0	0	4	3	3	3	0	-1	-1	-1	-1	-1	3	0	-1	4	4	-1	2	0	3
DGKZ	-1	-1	0	-1	-1	4	4	4	4	-1	-1	-1	-1	4	4	3	-1	-1	0	-1	-1	-1	-1	1	4	0	0	-1	-1	4	-1	-1	4	3	0	2	4	4	5	-1	4	4
KHSRP	-1	-1	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	4	-1	3	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	4	4	-1	-1	0	4
FARSLA	-1	-1	-1	-1	-1	-1	4	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	3	0	2	4	4	-1	-1	-1	4
DOK1	1	-1	3	0	-1	-1	4	3	3	-1	4	-1	-1	3	3	3	1	3	3	-1	1	0	1	3	3	-1	4	0	-1	-1	3	-1	-1	3	0	1	3	4	-1	4	-1	3
M17S2	-1	-1	-1	-1	-1	-1	4	4	4	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	-1	-1	-1	-1	-1	-1	4	0	-1	4	4	5	2	4	4
INPPL1	-1	-1	0	-1	-1	-1	4	4	4	-1	-1	-1	-1	4	-1	-1	-1	0	0	-1	0	1	1	4	4	-1	-1	-1	-1	-1	-1	-1	-1	4	0	3	4	4	-1	3	4	4
IHPK1	-1	-1	0	-1	-1	4	4	4	3	4	4	-1	-1	-1	0	-1	4	-1	-1	0	-1	-1	-1	3	3	4	4	-1	-1	-1	-1	-1	-1	3	0	-1	4	-1	-1	3	-1	4
GGA3	-1	-1	0	-1	-1	-1	-1	4	4	-1	-1	-1	-1	-1	-1	4	-1	0	0	-1	-1	1	-1	-1	3	-1	3	-1	-1	-1	-1	-1	-1	3	0	1	4	-1	-1	-1	-1	-1
SNRP70	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	-1	4	4	-1	-1	-1	-1
IMPDH1	-1	-1	4	-1	-1	-1	4	-1	4	-1	-1	-1	-1	3	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	4	4	-1	4	0	-1
BIN1	3	1	-1	4	3	-1	0	4	4	0	0	-1	3	3	4	1	4	0	-1	-1	-1	-1	-1	0	3	1	0	3	-1	-1	1	-1	-1	1	0	-1	4	-1	5	4	4	4
ARD1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	4	-1	-1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	3	0	0	4	4	5	3	-1	4
USP5	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	1	4	-1	-1	-1	-1	4
PMVK	-1	-1	-1	-1	0	4	4	3	4	4	4	-1	0	3	3	4	4	-1	-1	0	-1	-1	-1	3	-1	4	0	3	-1	-1	-1	-1	-1	0	0	0	4	-1	-1	-1	4	4
